Age,visit_per_week,weekend_ratio,avg_time_in_gym,num_classes_attended,ratio_cardio,ratio_strength,ratio_mind_body,sauna_session_impact,gender,abonoment_type,name_personal_trainer,uses_sauna,drink_abo,berry_boost,black_currant,coconut_pineapple,lemon,orange,passion_fruit,Gym_Cluster
17,1,0.0,170,2.0,1.0,0.0,0.0,0,Male,Premium,Chantal,False,True,1,0,0,0,1,0,0
31,5,0.4,56,0.0,0.0,0.0,0.0,0,Male,Premium,No one,False,False,0,0,0,0,0,0,1
22,3,0.3333333333333333,128,1.0,0.0,0.0,1.0,0,Male,Standard,No one,False,False,0,0,0,0,0,0,0
37,3,0.6666666666666666,141,0.0,0.0,0.0,0.0,141,Male,Premium,No one,True,False,0,0,0,0,0,0,1
39,5,0.2,119,2.0,0.0,0.5,0.5,0,Male,Standard,Mike,False,True,0,0,0,1,0,0,0
14,3,0.6666666666666666,135,0.0,0.0,0.0,0.0,135,Female,Standard,No one,True,False,0,0,0,0,0,0,1
19,1,1.0,79,0.0,0.0,0.0,0.0,79,Female,Standard,No one,True,False,0,0,0,0,0,0,1
27,4,0.25,156,0.0,0.0,0.0,0.0,0,Female,Standard,Hanna,False,True,0,1,0,1,0,0,1
35,5,0.2,178,1.0,0.0,1.0,0.0,0,Female,Standard,No one,False,False,0,0,0,0,0,0,2
19,2,0.0,91,1.0,1.0,0.0,0.0,91,Female,Premium,Jeffrey,True,True,0,0,1,0,0,0,0
21,5,0.4,179,3.0,0.0,0.3333333333333333,0.6666666666666666,179,Female,Premium,No one,True,True,0,0,1,0,0,1,0
20,3,0.0,107,3.0,0.3333333333333333,0.0,0.6666666666666666,107,Male,Standard,Jeffrey,True,False,0,0,0,0,0,0,0
19,4,0.5,81,2.0,0.5,0.5,0.0,0,Male,Premium,No one,False,True,0,0,0,0,0,1,0
42,2,0.0,151,0.0,0.0,0.0,0.0,0,Female,Premium,Hanna,False,True,0,0,0,0,0,1,1
18,1,0.0,32,0.0,0.0,0.0,0.0,32,Male,Premium,Mike,True,False,0,0,0,0,0,0,1
49,1,1.0,37,0.0,0.0,0.0,0.0,0,Female,Premium,Mike,False,True,1,0,0,0,0,0,1
17,5,0.4,39,1.0,0.0,0.0,1.0,39,Female,Premium,Hanna,True,True,0,0,0,1,0,0,0
27,1,0.0,161,3.0,0.3333333333333333,0.6666666666666666,0.0,0,Male,Standard,Jeffrey,False,False,0,0,0,0,0,0,0
24,4,0.25,125,0.0,0.0,0.0,0.0,0,Female,Premium,No one,False,False,0,0,0,0,0,0,1
37,4,0.25,132,3.0,0.3333333333333333,0.0,0.6666666666666666,132,Male,Standard,No one,True,True,0,0,1,0,0,0,0
24,1,1.0,138,0.0,0.0,0.0,0.0,138,Female,Premium,Mike,True,False,0,0,0,0,0,0,1
28,5,0.4,116,2.0,1.0,0.0,0.0,0,Female,Premium,No one,False,False,0,0,0,0,0,0,0
18,3,0.3333333333333333,169,0.0,0.0,0.0,0.0,0,Male,Standard,No one,False,False,0,0,0,0,0,0,1
18,2,0.0,78,3.0,0.0,0.3333333333333333,0.6666666666666666,0,Male,Standard,No one,False,True,0,1,0,0,0,0,0
32,5,0.0,168,2.0,0.5,0.0,0.5,0,Female,Premium,No one,False,True,1,0,0,0,0,0,0
40,2,0.0,67,2.0,0.5,0.0,0.5,0,Male,Premium,Jeffrey,False,True,0,0,0,1,0,0,0
20,4,0.25,67,0.0,0.0,0.0,0.0,67,Male,Standard,No one,True,False,0,0,0,0,0,0,1
21,1,1.0,30,3.0,0.0,0.3333333333333333,0.3333333333333333,30,Male,Premium,Mike,True,True,0,0,1,0,0,0,2
38,1,1.0,62,1.0,0.0,0.0,1.0,0,Female,Premium,Mike,False,False,0,0,0,0,0,0,0
45,2,0.0,117,3.0,0.3333333333333333,0.6666666666666666,0.0,0,Male,Standard,No one,False,True,0,1,1,0,0,0,0
22,2,0.5,44,0.0,0.0,0.0,0.0,44,Male,Standard,No one,True,True,0,1,0,0,0,1,1
17,5,0.2,135,0.0,0.0,0.0,0.0,0,Female,Premium,Chantal,False,True,0,0,0,1,0,0,1
32,5,0.4,144,0.0,0.0,0.0,0.0,0,Female,Standard,No one,False,True,0,0,1,0,0,0,1
44,2,0.0,126,0.0,0.0,0.0,0.0,126,Male,Standard,No one,True,False,0,0,0,0,0,0,1
47,2,0.5,59,2.0,0.0,0.0,1.0,59,Female,Premium,Chantal,True,True,0,1,0,0,0,0,0
43,1,0.0,51,0.0,0.0,0.0,0.0,51,Female,Standard,Jeffrey,True,False,0,0,0,0,0,0,1
48,5,0.4,173,0.0,0.0,0.0,0.0,173,Male,Standard,Hanna,True,False,0,0,0,0,0,0,1
32,5,0.2,85,0.0,0.0,0.0,0.0,85,Female,Standard,Mike,True,True,0,1,0,0,0,0,1
37,3,0.0,114,2.0,0.5,0.0,0.5,114,Female,Standard,No one,True,False,0,0,0,0,0,0,0
36,5,0.4,67,0.0,0.0,0.0,0.0,67,Female,Standard,No one,True,True,0,0,1,0,0,0,1
22,4,0.25,149,0.0,0.0,0.0,0.0,0,Male,Premium,Mike,False,False,0,0,0,0,0,0,1
37,2,0.0,42,0.0,0.0,0.0,0.0,0,Male,Premium,No one,False,False,0,0,0,0,0,0,1
39,3,0.3333333333333333,136,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,136,Male,Standard,Mike,True,False,0,0,0,0,0,0,0
47,3,0.3333333333333333,54,0.0,0.0,0.0,0.0,0,Male,Standard,Hanna,False,False,0,0,0,0,0,0,1
49,2,0.0,66,1.0,0.0,0.0,1.0,66,Male,Premium,Chantal,True,False,0,0,0,0,0,0,0
27,2,0.5,97,0.0,0.0,0.0,0.0,97,Male,Standard,Chantal,True,False,0,0,0,0,0,0,1
44,2,0.5,154,3.0,0.6666666666666666,0.0,0.3333333333333333,0,Female,Standard,No one,False,False,0,0,0,0,0,0,0
13,2,0.0,33,0.0,0.0,0.0,0.0,33,Male,Standard,No one,True,False,0,0,0,0,0,0,1
14,2,0.0,177,1.0,0.0,0.0,0.0,177,Male,Standard,No one,True,False,0,0,0,0,0,0,1
25,2,0.0,114,0.0,0.0,0.0,0.0,0,Female,Standard,Hanna,False,True,0,0,1,0,0,0,1
32,2,0.5,93,1.0,0.0,0.0,1.0,93,Male,Premium,Mike,True,True,0,1,0,1,0,0,0
29,4,0.25,69,0.0,0.0,0.0,0.0,0,Female,Standard,Hanna,False,True,0,0,0,1,0,0,1
41,2,0.0,128,2.0,0.0,0.0,1.0,128,Male,Standard,Chantal,True,True,0,0,1,0,1,0,0
21,2,0.0,67,3.0,0.0,0.6666666666666666,0.3333333333333333,67,Male,Premium,Chantal,True,False,0,0,0,0,0,0,0
25,5,0.4,75,2.0,0.5,0.5,0.0,75,Male,Standard,No one,True,True,0,1,0,0,0,0,0
21,2,0.5,33,1.0,0.0,0.0,0.0,0,Female,Premium,Mike,False,True,1,0,0,0,0,0,1
13,2,0.5,71,0.0,0.0,0.0,0.0,0,Female,Standard,No one,False,False,0,0,0,0,0,0,1
48,4,0.25,35,0.0,0.0,0.0,0.0,0,Male,Premium,No one,False,True,0,0,0,1,0,0,1
20,5,0.4,96,0.0,0.0,0.0,0.0,0,Male,Premium,Mike,False,True,0,1,1,0,0,0,1
37,2,0.0,60,2.0,0.0,0.5,0.5,60,Male,Premium,No one,True,False,0,0,0,0,0,0,0
42,5,0.2,165,0.0,0.0,0.0,0.0,165,Male,Premium,No one,True,True,0,0,1,0,0,0,1
20,3,0.3333333333333333,138,2.0,0.5,0.5,0.0,138,Female,Premium,Mike,True,False,0,0,0,0,0,0,0
26,2,0.5,133,2.0,0.0,1.0,0.0,0,Female,Standard,No one,False,False,0,0,0,0,0,0,2
42,5,0.4,174,0.0,0.0,0.0,0.0,174,Female,Premium,No one,True,True,1,0,0,0,0,0,1
17,1,0.0,102,0.0,0.0,0.0,0.0,0,Male,Standard,No one,False,True,0,1,0,0,0,1,1
26,1,0.0,76,2.0,0.0,0.5,0.5,76,Female,Premium,Hanna,True,True,0,0,0,1,0,1,0
41,1,0.0,140,1.0,0.0,0.0,1.0,0,Female,Premium,No one,False,False,0,0,0,0,0,0,0
36,3,0.0,149,0.0,0.0,0.0,0.0,0,Male,Standard,No one,False,True,0,0,1,0,1,0,1
23,4,0.25,124,0.0,0.0,0.0,0.0,124,Female,Standard,No one,True,True,0,0,0,1,0,1,1
30,5,0.2,56,0.0,0.0,0.0,0.0,0,Male,Standard,Jeffrey,False,False,0,0,0,0,0,0,1
34,2,0.5,73,0.0,0.0,0.0,0.0,73,Female,Premium,Chantal,True,False,0,0,0,0,0,0,1
43,5,0.4,100,0.0,0.0,0.0,0.0,0,Female,Premium,Mike,False,True,0,0,0,0,1,1,1
13,3,0.3333333333333333,62,3.0,0.3333333333333333,0.3333333333333333,0.0,0,Male,Premium,No one,False,False,0,0,0,0,0,0,0
23,3,0.3333333333333333,89,3.0,0.0,0.3333333333333333,0.3333333333333333,0,Female,Premium,Chantal,False,True,0,0,1,0,1,0,0
45,3,0.0,156,1.0,0.0,1.0,0.0,156,Male,Standard,Jeffrey,True,False,0,0,0,0,0,0,2
42,3,0.3333333333333333,84,0.0,0.0,0.0,0.0,84,Female,Standard,Hanna,True,False,0,0,0,0,0,0,1
35,1,1.0,40,0.0,0.0,0.0,0.0,0,Male,Standard,No one,False,False,0,0,0,0,0,0,1
26,4,0.5,107,3.0,0.6666666666666666,0.0,0.0,0,Male,Standard,No one,False,False,0,0,0,0,0,0,0
20,2,0.5,143,3.0,0.3333333333333333,0.0,0.3333333333333333,143,Male,Standard,Chantal,True,True,0,0,0,1,0,0,0
32,3,0.3333333333333333,164,0.0,0.0,0.0,0.0,164,Female,Standard,Chantal,True,False,0,0,0,0,0,0,1
31,4,0.25,87,0.0,0.0,0.0,0.0,87,Female,Premium,No one,True,False,0,0,0,0,0,0,1
29,3,0.3333333333333333,74,0.0,0.0,0.0,0.0,74,Male,Standard,Mike,True,False,0,0,0,0,0,0,1
34,2,0.5,35,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,35,Male,Standard,Chantal,True,False,0,0,0,0,0,0,0
44,1,0.0,34,0.0,0.0,0.0,0.0,0,Female,Standard,Chantal,False,True,0,0,0,1,1,0,1
22,5,0.2,110,1.0,0.0,0.0,0.0,0,Male,Premium,No one,False,False,0,0,0,0,0,0,1
48,1,0.0,172,2.0,0.5,0.5,0.0,172,Male,Standard,No one,True,True,0,0,1,0,0,1,0
36,1,1.0,158,0.0,0.0,0.0,0.0,0,Male,Standard,No one,False,True,0,0,1,0,0,0,1
16,1,0.0,107,3.0,0.3333333333333333,0.6666666666666666,0.0,107,Male,Premium,Mike,True,False,0,0,0,0,0,0,0
14,3,0.0,70,0.0,0.0,0.0,0.0,70,Male,Standard,Chantal,True,True,0,0,1,1,0,0,1
36,3,0.3333333333333333,38,0.0,0.0,0.0,0.0,0,Male,Premium,Chantal,False,True,1,0,0,0,0,0,1
40,2,0.5,166,0.0,0.0,0.0,0.0,166,Male,Premium,Chantal,True,False,0,0,0,0,0,0,1
32,3,0.6666666666666666,147,0.0,0.0,0.0,0.0,0,Male,Premium,No one,False,True,0,1,0,1,0,0,1
12,5,0.4,153,2.0,1.0,0.0,0.0,153,Female,Standard,Chantal,True,True,1,0,0,1,0,0,0
26,3,0.3333333333333333,60,0.0,0.0,0.0,0.0,0,Male,Premium,No one,False,True,0,0,1,0,0,1,1
23,2,0.5,37,0.0,0.0,0.0,0.0,0,Male,Standard,Chantal,False,False,0,0,0,0,0,0,1
26,5,0.4,51,1.0,1.0,0.0,0.0,51,Male,Premium,Chantal,True,False,0,0,0,0,0,0,0
30,3,0.0,59,1.0,0.0,0.0,1.0,59,Female,Standard,Chantal,True,False,0,0,0,0,0,0,0
29,3,0.3333333333333333,39,0.0,0.0,0.0,0.0,39,Male,Standard,No one,True,False,0,0,0,0,0,0,1
47,3,0.3333333333333333,49,0.0,0.0,0.0,0.0,0,Female,Standard,No one,False,True,0,0,1,1,0,0,1
13,3,0.3333333333333333,142,0.0,0.0,0.0,0.0,142,Female,Standard,No one,True,True,0,0,0,0,0,1,1
22,5,0.2,51,0.0,0.0,0.0,0.0,51,Female,Standard,No one,True,False,0,0,0,0,0,0,1
33,4,0.5,49,1.0,1.0,0.0,0.0,49,Male,Premium,No one,True,False,0,0,0,0,0,0,0
27,2,0.5,163,0.0,0.0,0.0,0.0,163,Female,Standard,No one,True,True,0,0,0,0,0,1,1
35,2,0.0,66,2.0,0.0,0.5,0.0,0,Female,Premium,No one,False,True,0,0,0,0,0,1,0
21,3,0.3333333333333333,97,1.0,0.0,1.0,0.0,97,Female,Premium,No one,True,True,0,0,0,0,0,1,2
40,3,0.3333333333333333,171,0.0,0.0,0.0,0.0,171,Male,Premium,Hanna,True,False,0,0,0,0,0,0,1
15,3,0.6666666666666666,34,0.0,0.0,0.0,0.0,34,Male,Standard,No one,True,False,0,0,0,0,0,0,1
23,3,0.6666666666666666,51,0.0,0.0,0.0,0.0,51,Female,Premium,No one,True,False,0,0,0,0,0,0,1
49,1,0.0,44,3.0,0.6666666666666666,0.0,0.0,0,Female,Standard,Chantal,False,False,0,0,0,0,0,0,0
42,2,0.0,116,0.0,0.0,0.0,0.0,0,Male,Premium,Chantal,False,True,0,1,0,0,1,0,1
27,3,0.0,92,2.0,1.0,0.0,0.0,0,Male,Premium,No one,False,True,0,0,1,0,0,1,0
41,3,0.3333333333333333,101,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,Female,Standard,Chantal,False,True,0,0,0,0,1,1,0
22,3,0.3333333333333333,146,3.0,0.6666666666666666,0.3333333333333333,0.0,0,Male,Premium,Jeffrey,False,False,0,0,0,0,0,0,0
36,4,0.0,146,0.0,0.0,0.0,0.0,146,Female,Standard,No one,True,False,0,0,0,0,0,0,1
26,5,0.4,68,1.0,1.0,0.0,0.0,68,Male,Standard,Jeffrey,True,True,0,0,1,0,0,0,0
19,5,0.2,176,3.0,0.6666666666666666,0.3333333333333333,0.0,176,Female,Premium,Mike,True,False,0,0,0,0,0,0,0
38,4,0.25,89,1.0,1.0,0.0,0.0,89,Female,Standard,No one,True,False,0,0,0,0,0,0,0
39,2,0.5,104,0.0,0.0,0.0,0.0,0,Male,Standard,Mike,False,False,0,0,0,0,0,0,1
43,3,0.3333333333333333,172,2.0,0.0,0.5,0.0,0,Female,Premium,No one,False,False,0,0,0,0,0,0,0
39,3,0.0,105,0.0,0.0,0.0,0.0,105,Female,Standard,No one,True,False,0,0,0,0,0,0,1
21,3,0.6666666666666666,49,0.0,0.0,0.0,0.0,0,Male,Standard,No one,False,True,1,0,0,0,1,0,1
39,2,0.5,121,0.0,0.0,0.0,0.0,0,Female,Standard,Jeffrey,False,False,0,0,0,0,0,0,1
35,2,0.0,61,2.0,0.0,0.5,0.5,0,Female,Standard,Jeffrey,False,True,0,0,0,0,0,1,0
35,1,0.0,156,2.0,0.0,0.0,0.5,0,Male,Standard,No one,False,False,0,0,0,0,0,0,0
31,1,0.0,163,2.0,1.0,0.0,0.0,0,Female,Standard,No one,False,False,0,0,0,0,0,0,0
15,2,0.0,73,0.0,0.0,0.0,0.0,73,Female,Premium,Mike,True,True,1,0,0,0,0,0,1
44,2,0.0,62,1.0,0.0,0.0,1.0,62,Female,Premium,No one,True,False,0,0,0,0,0,0,0
37,1,0.0,133,2.0,0.5,0.0,0.5,0,Male,Standard,No one,False,False,0,0,0,0,0,0,0
32,1,1.0,44,2.0,0.0,0.5,0.5,44,Male,Standard,No one,True,False,0,0,0,0,0,0,2
17,2,0.5,83,1.0,0.0,0.0,0.0,0,Female,Standard,No one,False,True,0,0,0,1,1,0,1
37,1,0.0,113,1.0,0.0,1.0,0.0,0,Female,Standard,No one,False,False,0,0,0,0,0,0,2
25,3,0.3333333333333333,65,0.0,0.0,0.0,0.0,0,Female,Standard,Hanna,False,False,0,0,0,0,0,0,1
32,2,0.5,162,3.0,0.0,0.6666666666666666,0.0,0,Female,Standard,Jeffrey,False,False,0,0,0,0,0,0,0
44,5,0.2,145,1.0,1.0,0.0,0.0,145,Female,Standard,Mike,True,False,0,0,0,0,0,0,0
37,4,0.0,126,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,Female,Premium,No one,False,True,0,0,0,1,0,1,0
17,1,0.0,177,2.0,1.0,0.0,0.0,0,Male,Standard,Chantal,False,True,1,0,0,1,0,0,0
34,3,0.3333333333333333,76,3.0,0.3333333333333333,0.0,0.6666666666666666,76,Female,Standard,Chantal,True,False,0,0,0,0,0,0,0
21,2,0.0,161,3.0,0.6666666666666666,0.3333333333333333,0.0,161,Female,Premium,Hanna,True,True,0,0,0,0,0,1,0
44,3,0.0,117,0.0,0.0,0.0,0.0,0,Male,Standard,Chantal,False,True,0,0,1,0,0,0,1
28,2,0.0,154,2.0,0.0,0.5,0.5,0,Female,Standard,No one,False,True,0,1,0,1,0,0,0
23,1,1.0,139,1.0,0.0,0.0,1.0,0,Male,Premium,Chantal,False,False,0,0,0,0,0,0,0
29,1,0.0,80,1.0,1.0,0.0,0.0,80,Male,Premium,Jeffrey,True,True,0,1,0,0,0,0,0
28,1,0.0,87,3.0,0.3333333333333333,0.0,0.3333333333333333,87,Female,Premium,Hanna,True,True,0,1,0,0,0,0,0
21,2,0.0,106,0.0,0.0,0.0,0.0,106,Male,Premium,No one,True,False,0,0,0,0,0,0,1
46,5,0.2,168,2.0,0.5,0.5,0.0,168,Female,Premium,Jeffrey,True,True,0,1,1,0,0,0,0
33,2,1.0,135,3.0,0.0,0.0,0.6666666666666666,135,Female,Premium,No one,True,False,0,0,0,0,0,0,0
39,2,0.5,53,2.0,0.5,0.0,0.5,53,Female,Premium,Chantal,True,False,0,0,0,0,0,0,0
25,2,0.0,86,0.0,0.0,0.0,0.0,0,Male,Premium,Mike,False,False,0,0,0,0,0,0,1
29,3,0.6666666666666666,168,2.0,0.0,0.5,0.0,0,Female,Premium,No one,False,True,1,0,0,0,1,0,0
34,3,0.0,80,0.0,0.0,0.0,0.0,0,Male,Premium,Mike,False,False,0,0,0,0,0,0,1
40,2,0.5,50,1.0,1.0,0.0,0.0,50,Male,Premium,No one,True,True,0,0,0,1,0,0,0
14,3,0.3333333333333333,126,0.0,0.0,0.0,0.0,0,Female,Premium,No one,False,False,0,0,0,0,0,0,1
43,1,0.0,78,0.0,0.0,0.0,0.0,0,Male,Standard,No one,False,True,1,0,0,0,0,0,1
26,5,0.2,42,0.0,0.0,0.0,0.0,0,Male,Premium,No one,False,True,0,0,1,1,0,0,1
45,2,0.0,180,2.0,1.0,0.0,0.0,180,Male,Premium,Hanna,True,True,0,1,0,0,0,0,0
26,2,0.5,59,0.0,0.0,0.0,0.0,59,Female,Standard,Chantal,True,False,0,0,0,0,0,0,1
26,3,0.3333333333333333,56,3.0,0.0,0.3333333333333333,0.6666666666666666,56,Female,Premium,No one,True,True,0,1,1,0,0,0,0
16,3,0.3333333333333333,117,3.0,0.3333333333333333,0.0,0.3333333333333333,0,Female,Premium,Hanna,False,True,0,0,0,1,1,0,0
49,1,0.0,83,2.0,0.0,0.5,0.5,83,Male,Premium,Hanna,True,False,0,0,0,0,0,0,0
26,2,0.0,131,1.0,0.0,1.0,0.0,131,Male,Premium,Jeffrey,True,True,0,1,0,0,0,0,2
19,2,0.5,86,2.0,0.0,0.5,0.0,0,Male,Standard,Jeffrey,False,False,0,0,0,0,0,0,0
34,1,0.0,109,2.0,0.5,0.0,0.5,109,Female,Premium,Chantal,True,False,0,0,0,0,0,0,0
12,3,0.3333333333333333,87,0.0,0.0,0.0,0.0,0,Female,Standard,Hanna,False,False,0,0,0,0,0,0,1
26,5,0.2,105,0.0,0.0,0.0,0.0,105,Female,Standard,No one,True,True,1,0,0,0,0,1,1
39,2,0.0,105,2.0,0.5,0.0,0.5,0,Female,Standard,Jeffrey,False,False,0,0,0,0,0,0,0
41,4,0.25,48,2.0,0.5,0.5,0.0,0,Female,Standard,No one,False,True,0,0,1,0,0,1,0
17,2,0.0,174,0.0,0.0,0.0,0.0,174,Female,Premium,Hanna,True,True,0,1,0,0,0,0,1
28,3,0.3333333333333333,41,0.0,0.0,0.0,0.0,0,Female,Standard,Chantal,False,False,0,0,0,0,0,0,1
37,3,0.6666666666666666,48,0.0,0.0,0.0,0.0,48,Female,Premium,No one,True,False,0,0,0,0,0,0,1
33,3,0.6666666666666666,65,0.0,0.0,0.0,0.0,65,Female,Standard,No one,True,False,0,0,0,0,0,0,1
45,2,0.0,153,3.0,0.3333333333333333,0.0,0.3333333333333333,153,Female,Premium,Hanna,True,True,0,0,1,1,0,0,0
17,2,0.5,166,0.0,0.0,0.0,0.0,166,Male,Premium,Mike,True,False,0,0,0,0,0,0,1
29,3,0.3333333333333333,66,1.0,0.0,1.0,0.0,66,Male,Standard,No one,True,False,0,0,0,0,0,0,2
20,1,0.0,57,0.0,0.0,0.0,0.0,57,Female,Premium,Hanna,True,True,0,1,0,0,0,0,1
17,2,0.0,162,3.0,0.0,0.0,0.6666666666666666,162,Female,Premium,No one,True,True,0,0,0,0,1,0,0
16,3,0.6666666666666666,31,0.0,0.0,0.0,0.0,0,Female,Premium,Chantal,False,True,0,0,0,0,0,1,1
15,3,0.3333333333333333,36,2.0,0.5,0.5,0.0,36,Female,Premium,Chantal,True,True,1,1,0,0,0,0,0
27,2,0.5,141,3.0,0.3333333333333333,0.0,0.3333333333333333,0,Male,Premium,Jeffrey,False,True,0,0,0,1,0,0,0
26,4,0.25,156,2.0,0.5,0.0,0.5,156,Female,Standard,Chantal,True,False,0,0,0,0,0,0,0
22,3,0.3333333333333333,97,2.0,0.0,0.0,0.5,0,Female,Standard,No one,False,True,0,1,0,1,0,0,0
22,1,0.0,42,0.0,0.0,0.0,0.0,42,Male,Premium,Chantal,True,True,0,0,1,0,0,0,1
19,3,0.3333333333333333,164,0.0,0.0,0.0,0.0,164,Female,Standard,Jeffrey,True,False,0,0,0,0,0,0,1
45,3,0.3333333333333333,168,0.0,0.0,0.0,0.0,168,Male,Premium,Mike,True,False,0,0,0,0,0,0,1
44,2,0.0,55,0.0,0.0,0.0,0.0,0,Female,Standard,No one,False,False,0,0,0,0,0,0,1
39,2,0.5,45,2.0,0.0,0.5,0.0,0,Male,Standard,Chantal,False,True,1,0,0,0,0,0,0
30,1,1.0,90,1.0,0.0,0.0,0.0,90,Male,Premium,Mike,True,False,0,0,0,0,0,0,1
29,1,1.0,79,1.0,0.0,1.0,0.0,0,Female,Standard,No one,False,False,0,0,0,0,0,0,2
29,1,1.0,81,0.0,0.0,0.0,0.0,81,Female,Premium,Chantal,True,False,0,0,0,0,0,0,1
36,3,0.6666666666666666,61,1.0,0.0,0.0,0.0,61,Male,Premium,No one,True,False,0,0,0,0,0,0,1
16,3,0.3333333333333333,129,2.0,0.0,0.5,0.5,129,Female,Standard,No one,True,True,0,0,1,0,0,0,0
49,3,0.3333333333333333,114,0.0,0.0,0.0,0.0,0,Female,Premium,No one,False,True,1,0,1,0,0,0,1
19,3,0.3333333333333333,59,3.0,0.6666666666666666,0.3333333333333333,0.0,0,Female,Premium,No one,False,False,0,0,0,0,0,0,0
46,2,0.0,132,0.0,0.0,0.0,0.0,0,Male,Premium,Hanna,False,True,0,1,1,0,0,0,1
26,3,0.0,112,0.0,0.0,0.0,0.0,112,Female,Standard,Chantal,True,True,0,1,0,0,1,0,1
34,4,0.0,69,0.0,0.0,0.0,0.0,0,Female,Standard,No one,False,False,0,0,0,0,0,0,1
37,5,0.4,135,1.0,0.0,1.0,0.0,135,Female,Premium,Chantal,True,False,0,0,0,0,0,0,2
22,1,1.0,96,3.0,0.3333333333333333,0.0,0.3333333333333333,96,Female,Premium,No one,True,True,0,0,1,0,0,0,0
41,5,0.4,137,0.0,0.0,0.0,0.0,0,Male,Premium,Chantal,False,False,0,0,0,0,0,0,1
39,2,0.5,39,0.0,0.0,0.0,0.0,0,Female,Premium,No one,False,False,0,0,0,0,0,0,1
14,3,0.3333333333333333,180,0.0,0.0,0.0,0.0,0,Male,Premium,Mike,False,True,0,1,0,0,0,0,1
16,3,0.6666666666666666,129,3.0,0.3333333333333333,0.0,0.6666666666666666,0,Female,Standard,No one,False,True,1,0,0,0,0,0,0
31,2,0.5,85,3.0,0.0,0.3333333333333333,0.6666666666666666,85,Male,Standard,Jeffrey,True,True,0,0,0,1,0,1,0
25,2,0.0,45,0.0,0.0,0.0,0.0,0,Female,Standard,Chantal,False,True,0,0,1,0,0,0,1
31,2,0.5,130,3.0,0.6666666666666666,0.0,0.3333333333333333,130,Male,Premium,No one,True,True,0,1,0,0,1,0,0
30,5,0.2,164,2.0,0.5,0.0,0.5,164,Male,Standard,Jeffrey,True,False,0,0,0,0,0,0,0
47,3,0.6666666666666666,167,0.0,0.0,0.0,0.0,167,Female,Premium,No one,True,True,0,0,0,0,1,0,1
29,5,0.4,170,0.0,0.0,0.0,0.0,0,Female,Standard,No one,False,False,0,0,0,0,0,0,1
43,1,1.0,120,1.0,0.0,0.0,1.0,120,Female,Standard,Chantal,True,True,1,0,0,0,0,1,0
23,1,1.0,96,0.0,0.0,0.0,0.0,0,Male,Standard,Mike,False,False,0,0,0,0,0,0,1
27,2,0.0,159,1.0,0.0,0.0,0.0,159,Male,Premium,No one,True,True,0,0,1,0,0,0,1
34,2,0.0,99,0.0,0.0,0.0,0.0,0,Male,Premium,Mike,False,True,0,0,0,0,0,1,1
12,2,0.5,118,2.0,0.0,0.5,0.5,118,Male,Standard,Chantal,True,True,0,0,0,1,1,0,0
37,1,1.0,172,1.0,1.0,0.0,0.0,172,Male,Premium,No one,True,False,0,0,0,0,0,0,0
38,3,0.0,67,1.0,1.0,0.0,0.0,67,Female,Standard,No one,True,True,1,0,0,1,0,0,0
30,1,1.0,180,0.0,0.0,0.0,0.0,0,Female,Standard,Hanna,False,False,0,0,0,0,0,0,1
25,2,0.0,90,2.0,1.0,0.0,0.0,90,Female,Standard,Jeffrey,True,False,0,0,0,0,0,0,0
49,2,0.5,126,0.0,0.0,0.0,0.0,126,Male,Standard,Hanna,True,False,0,0,0,0,0,0,1
35,1,0.0,156,0.0,0.0,0.0,0.0,0,Female,Premium,No one,False,True,0,1,0,0,0,0,1
41,2,0.5,120,2.0,0.5,0.0,0.5,120,Female,Standard,Jeffrey,True,True,1,0,0,0,1,0,0
33,3,0.0,77,0.0,0.0,0.0,0.0,77,Male,Premium,No one,True,True,0,0,0,1,1,0,1
27,2,0.0,130,0.0,0.0,0.0,0.0,0,Female,Premium,No one,False,True,0,1,0,0,0,1,1
18,3,0.0,143,3.0,0.3333333333333333,0.0,0.6666666666666666,143,Female,Standard,No one,True,True,0,0,0,0,0,1,0
18,4,0.5,144,1.0,1.0,0.0,0.0,0,Male,Premium,No one,False,True,0,1,0,0,0,0,0
30,4,0.5,102,3.0,0.0,0.3333333333333333,0.6666666666666666,0,Female,Premium,Jeffrey,False,False,0,0,0,0,0,0,0
39,4,0.5,73,2.0,1.0,0.0,0.0,0,Female,Standard,Jeffrey,False,True,0,1,0,1,0,0,0
30,3,0.6666666666666666,117,2.0,0.5,0.0,0.5,0,Female,Standard,Jeffrey,False,True,0,0,0,0,1,0,0
25,4,0.25,105,1.0,1.0,0.0,0.0,105,Female,Premium,Chantal,True,False,0,0,0,0,0,0,0
16,1,0.0,155,3.0,0.0,0.0,1.0,0,Female,Standard,Mike,False,False,0,0,0,0,0,0,0
30,3,0.3333333333333333,66,1.0,0.0,0.0,1.0,66,Male,Standard,Chantal,True,False,0,0,0,0,0,0,0
41,1,0.0,138,0.0,0.0,0.0,0.0,0,Female,Premium,Hanna,False,True,1,0,0,0,0,0,1
38,3,0.3333333333333333,80,1.0,0.0,0.0,1.0,80,Female,Standard,Jeffrey,True,True,0,1,0,0,1,0,0
