Age,visit_per_week,weekend_ratio,avg_time_in_gym,num_classes_attended,ratio_cardio,ratio_strength,ratio_mind_body,sauna_session_impact
27,2,0.0,130,0.0,0.0,0.0,0.0,0
18,3,0.0,143,3.0,0.3333333333333333,0.0,0.6666666666666666,143
18,4,0.5,144,1.0,1.0,0.0,0.0,0
30,4,0.5,102,3.0,0.0,0.3333333333333333,0.6666666666666666,0
39,4,0.5,73,2.0,1.0,0.0,0.0,0
30,3,0.6666666666666666,117,2.0,0.5,0.0,0.5,0
25,4,0.25,105,1.0,1.0,0.0,0.0,105
16,1,0.0,155,3.0,0.0,0.0,1.0,0
30,3,0.3333333333333333,66,1.0,0.0,0.0,1.0,66
41,1,0.0,138,0.0,0.0,0.0,0.0,0
38,3,0.3333333333333333,80,1.0,0.0,0.0,1.0,80
46,3,0.3333333333333333,72,0.0,0.0,0.0,0.0,0
28,4,0.25,95,0.0,0.0,0.0,0.0,0
15,2,0.0,175,2.0,0.0,0.5,0.5,175
25,2,0.0,176,0.0,0.0,0.0,0.0,176
18,2,0.0,164,0.0,0.0,0.0,0.0,0
38,4,0.0,107,3.0,0.3333333333333333,0.3333333333333333,0.0,107
22,4,0.25,75,0.0,0.0,0.0,0.0,75
44,3,0.3333333333333333,43,0.0,0.0,0.0,0.0,43
14,5,0.4,103,2.0,0.5,0.0,0.5,103
41,3,0.6666666666666666,103,0.0,0.0,0.0,0.0,103
34,2,0.5,55,1.0,0.0,0.0,0.0,0
26,1,0.0,84,1.0,0.0,0.0,1.0,84
48,1,0.0,75,0.0,0.0,0.0,0.0,75
45,1,0.0,71,2.0,0.5,0.0,0.0,71
20,4,0.25,129,2.0,1.0,0.0,0.0,0
33,3,0.6666666666666666,92,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
23,2,0.5,106,0.0,0.0,0.0,0.0,106
23,2,0.0,140,2.0,0.0,1.0,0.0,140
22,1,0.0,54,0.0,0.0,0.0,0.0,0
43,3,0.0,39,0.0,0.0,0.0,0.0,39
14,2,0.5,141,0.0,0.0,0.0,0.0,141
24,2,0.5,177,3.0,0.6666666666666666,0.0,0.0,177
45,1,1.0,154,0.0,0.0,0.0,0.0,0
19,2,0.0,126,1.0,0.0,0.0,0.0,0
26,3,0.0,139,2.0,0.0,0.5,0.5,139
28,2,0.0,74,0.0,0.0,0.0,0.0,0
45,1,0.0,95,1.0,0.0,0.0,1.0,0
49,3,0.3333333333333333,53,1.0,0.0,0.0,1.0,53
26,2,0.5,153,3.0,0.0,0.3333333333333333,0.3333333333333333,153
43,5,0.2,180,0.0,0.0,0.0,0.0,0
33,2,0.5,139,0.0,0.0,0.0,0.0,0
28,3,0.3333333333333333,60,0.0,0.0,0.0,0.0,0
49,1,0.0,155,1.0,1.0,0.0,0.0,0
16,2,0.0,69,0.0,0.0,0.0,0.0,69
39,2,0.0,145,2.0,0.0,0.5,0.5,0
12,3,0.3333333333333333,113,1.0,0.0,1.0,0.0,113
40,3,0.3333333333333333,54,0.0,0.0,0.0,0.0,54
44,1,1.0,67,0.0,0.0,0.0,0.0,0
12,2,1.0,129,0.0,0.0,0.0,0.0,0
43,4,0.25,63,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,63
29,3,0.3333333333333333,40,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
19,3,0.3333333333333333,60,0.0,0.0,0.0,0.0,60
19,2,0.5,63,3.0,0.6666666666666666,0.0,0.3333333333333333,0
13,1,0.0,30,0.0,0.0,0.0,0.0,0
16,3,0.3333333333333333,56,0.0,0.0,0.0,0.0,0
23,3,0.3333333333333333,128,2.0,0.5,0.0,0.5,0
35,1,0.0,174,0.0,0.0,0.0,0.0,0
27,2,0.0,112,0.0,0.0,0.0,0.0,0
47,2,0.5,69,2.0,0.0,0.0,0.5,69
45,1,0.0,87,0.0,0.0,0.0,0.0,87
27,1,0.0,85,0.0,0.0,0.0,0.0,0
19,3,0.3333333333333333,176,3.0,0.0,0.3333333333333333,0.3333333333333333,0
36,1,1.0,62,1.0,0.0,1.0,0.0,62
23,3,0.3333333333333333,127,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
25,1,1.0,33,2.0,0.5,0.5,0.0,0
23,3,0.0,30,2.0,0.5,0.5,0.0,0
21,1,0.0,84,0.0,0.0,0.0,0.0,0
48,1,0.0,137,1.0,0.0,0.0,1.0,0
26,4,0.0,147,0.0,0.0,0.0,0.0,0
17,2,0.0,93,2.0,0.0,1.0,0.0,0
13,2,0.5,135,1.0,0.0,1.0,0.0,0
33,3,0.3333333333333333,149,0.0,0.0,0.0,0.0,149
31,4,0.0,143,0.0,0.0,0.0,0.0,0
24,2,0.0,30,1.0,1.0,0.0,0.0,30
30,1,0.0,168,0.0,0.0,0.0,0.0,168
15,2,0.5,161,1.0,0.0,1.0,0.0,0
27,5,0.2,42,0.0,0.0,0.0,0.0,0
16,4,0.5,31,3.0,1.0,0.0,0.0,0
34,3,0.0,129,0.0,0.0,0.0,0.0,129
26,3,0.3333333333333333,132,1.0,0.0,0.0,1.0,132
20,2,0.0,83,0.0,0.0,0.0,0.0,0
45,3,0.3333333333333333,58,2.0,0.0,1.0,0.0,58
31,2,0.0,173,1.0,0.0,1.0,0.0,173
48,4,0.25,149,1.0,0.0,1.0,0.0,0
39,4,0.0,105,0.0,0.0,0.0,0.0,0
28,5,0.2,120,0.0,0.0,0.0,0.0,0
18,3,0.3333333333333333,163,2.0,0.5,0.5,0.0,0
36,3,0.3333333333333333,134,0.0,0.0,0.0,0.0,134
26,3,0.6666666666666666,74,1.0,0.0,1.0,0.0,0
44,2,0.5,107,0.0,0.0,0.0,0.0,107
12,1,0.0,138,2.0,0.5,0.5,0.0,0
24,1,0.0,175,2.0,0.0,0.5,0.5,175
48,2,0.0,79,0.0,0.0,0.0,0.0,0
13,1,1.0,60,2.0,0.0,1.0,0.0,60
29,2,0.0,118,0.0,0.0,0.0,0.0,118
12,2,0.0,101,2.0,0.5,0.0,0.5,0
37,1,0.0,49,3.0,0.6666666666666666,0.0,0.3333333333333333,0
20,1,0.0,88,0.0,0.0,0.0,0.0,88
22,2,0.5,83,0.0,0.0,0.0,0.0,0
13,2,0.5,56,1.0,0.0,0.0,1.0,0
35,1,0.0,58,3.0,0.6666666666666666,0.3333333333333333,0.0,58
18,1,1.0,35,0.0,0.0,0.0,0.0,0
36,2,0.5,118,0.0,0.0,0.0,0.0,0
37,1,1.0,38,1.0,1.0,0.0,0.0,0
37,3,0.0,125,3.0,0.0,0.6666666666666666,0.3333333333333333,0
46,3,0.3333333333333333,115,2.0,0.0,0.5,0.0,115
39,4,0.25,116,1.0,0.0,1.0,0.0,0
39,2,0.0,116,0.0,0.0,0.0,0.0,116
37,1,0.0,80,2.0,0.0,0.0,0.5,80
48,3,0.0,53,0.0,0.0,0.0,0.0,53
46,2,0.0,83,0.0,0.0,0.0,0.0,83
45,2,0.0,140,0.0,0.0,0.0,0.0,140
43,5,0.4,81,2.0,0.5,0.5,0.0,81
38,1,0.0,151,3.0,0.0,0.3333333333333333,0.6666666666666666,0
16,5,0.2,87,0.0,0.0,0.0,0.0,87
17,2,0.5,148,0.0,0.0,0.0,0.0,148
42,1,0.0,86,3.0,0.6666666666666666,0.3333333333333333,0.0,0
33,2,0.0,176,0.0,0.0,0.0,0.0,176
44,4,0.0,166,1.0,0.0,1.0,0.0,166
35,5,0.4,180,0.0,0.0,0.0,0.0,180
31,2,0.0,84,2.0,0.5,0.0,0.5,0
40,1,0.0,74,0.0,0.0,0.0,0.0,74
49,2,0.0,77,0.0,0.0,0.0,0.0,0
16,5,0.4,41,2.0,1.0,0.0,0.0,41
27,3,0.3333333333333333,141,0.0,0.0,0.0,0.0,0
49,2,0.5,82,0.0,0.0,0.0,0.0,0
33,1,1.0,38,0.0,0.0,0.0,0.0,0
16,2,0.0,72,3.0,1.0,0.0,0.0,0
21,2,0.0,115,0.0,0.0,0.0,0.0,115
41,5,0.4,115,0.0,0.0,0.0,0.0,115
35,2,0.5,154,0.0,0.0,0.0,0.0,154
18,3,0.3333333333333333,54,3.0,0.6666666666666666,0.0,0.0,0
49,3,0.6666666666666666,160,0.0,0.0,0.0,0.0,160
44,2,0.5,114,1.0,0.0,1.0,0.0,0
30,1,0.0,148,0.0,0.0,0.0,0.0,148
28,3,0.3333333333333333,81,0.0,0.0,0.0,0.0,0
26,2,0.5,63,1.0,0.0,1.0,0.0,63
32,3,0.0,53,0.0,0.0,0.0,0.0,0
26,5,0.4,101,1.0,1.0,0.0,0.0,101
19,3,0.3333333333333333,52,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,52
15,4,0.5,108,0.0,0.0,0.0,0.0,108
31,2,0.0,73,2.0,0.0,1.0,0.0,73
39,5,0.2,128,1.0,1.0,0.0,0.0,128
43,3,0.6666666666666666,103,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
26,5,0.2,92,0.0,0.0,0.0,0.0,92
15,1,0.0,149,1.0,0.0,1.0,0.0,149
33,2,0.5,123,2.0,0.5,0.5,0.0,0
46,5,0.2,83,0.0,0.0,0.0,0.0,83
48,1,0.0,79,0.0,0.0,0.0,0.0,0
14,2,0.0,171,3.0,0.0,0.0,0.6666666666666666,0
38,5,0.4,141,0.0,0.0,0.0,0.0,0
44,3,0.3333333333333333,169,0.0,0.0,0.0,0.0,0
39,2,0.5,32,0.0,0.0,0.0,0.0,0
49,2,0.5,124,0.0,0.0,0.0,0.0,0
17,3,0.3333333333333333,138,0.0,0.0,0.0,0.0,138
35,2,0.0,179,0.0,0.0,0.0,0.0,179
45,3,0.3333333333333333,174,1.0,1.0,0.0,0.0,174
29,3,0.0,90,3.0,0.6666666666666666,0.3333333333333333,0.0,0
42,3,0.3333333333333333,60,0.0,0.0,0.0,0.0,0
18,3,0.3333333333333333,127,3.0,0.3333333333333333,0.0,0.3333333333333333,0
36,3,0.0,103,3.0,0.3333333333333333,0.0,0.3333333333333333,103
34,2,0.0,127,3.0,0.0,0.3333333333333333,0.6666666666666666,127
36,1,0.0,103,2.0,0.0,0.0,1.0,0
45,3,0.3333333333333333,132,0.0,0.0,0.0,0.0,0
43,5,0.4,44,3.0,0.0,0.6666666666666666,0.3333333333333333,44
16,3,0.3333333333333333,129,0.0,0.0,0.0,0.0,129
39,3,0.0,172,0.0,0.0,0.0,0.0,0
37,2,0.0,40,0.0,0.0,0.0,0.0,0
24,4,0.5,66,0.0,0.0,0.0,0.0,0
37,3,0.0,143,0.0,0.0,0.0,0.0,0
48,3,0.3333333333333333,41,0.0,0.0,0.0,0.0,0
24,2,0.0,32,1.0,1.0,0.0,0.0,0
41,1,0.0,93,0.0,0.0,0.0,0.0,93
48,3,0.3333333333333333,56,2.0,0.0,0.5,0.5,0
13,2,1.0,51,2.0,0.5,0.0,0.5,0
43,3,0.0,67,0.0,0.0,0.0,0.0,0
22,4,0.0,170,0.0,0.0,0.0,0.0,0
21,5,0.4,155,2.0,0.5,0.0,0.0,155
29,2,0.5,110,2.0,0.5,0.0,0.0,0
39,2,1.0,75,0.0,0.0,0.0,0.0,0
17,3,0.3333333333333333,82,0.0,0.0,0.0,0.0,82
21,5,0.4,92,0.0,0.0,0.0,0.0,92
28,3,0.3333333333333333,150,0.0,0.0,0.0,0.0,0
37,1,1.0,85,2.0,0.5,0.0,0.0,85
27,5,0.2,71,1.0,1.0,0.0,0.0,0
24,1,1.0,100,0.0,0.0,0.0,0.0,100
18,1,0.0,150,0.0,0.0,0.0,0.0,150
26,3,0.3333333333333333,149,2.0,0.0,1.0,0.0,0
23,1,0.0,147,0.0,0.0,0.0,0.0,0
18,2,0.5,179,0.0,0.0,0.0,0.0,0
25,4,0.0,71,3.0,0.3333333333333333,0.6666666666666666,0.0,71
17,5,0.4,115,2.0,0.0,0.5,0.5,0
25,1,0.0,135,0.0,0.0,0.0,0.0,0
47,2,0.0,55,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,55
25,2,0.0,37,2.0,0.5,0.0,0.0,37
14,5,0.4,136,2.0,0.5,0.0,0.0,136
14,3,0.0,59,1.0,0.0,0.0,1.0,59
49,3,0.3333333333333333,156,0.0,0.0,0.0,0.0,0
24,2,0.5,42,1.0,0.0,0.0,1.0,42
26,1,1.0,56,2.0,0.0,1.0,0.0,0
22,5,0.2,107,0.0,0.0,0.0,0.0,0
12,3,0.0,118,2.0,0.5,0.5,0.0,0
14,4,0.25,104,0.0,0.0,0.0,0.0,0
18,3,0.6666666666666666,139,0.0,0.0,0.0,0.0,0
26,3,0.3333333333333333,70,0.0,0.0,0.0,0.0,0
46,1,1.0,163,0.0,0.0,0.0,0.0,163
28,2,0.0,157,0.0,0.0,0.0,0.0,157
13,5,0.4,107,3.0,0.3333333333333333,0.0,0.6666666666666666,0
40,2,0.5,104,2.0,0.0,0.5,0.5,104
25,4,0.0,85,0.0,0.0,0.0,0.0,85
17,3,0.6666666666666666,107,0.0,0.0,0.0,0.0,107
47,2,0.5,153,0.0,0.0,0.0,0.0,153
14,3,0.6666666666666666,30,3.0,0.0,0.3333333333333333,0.3333333333333333,0
38,2,0.0,33,2.0,0.0,1.0,0.0,0
32,3,0.6666666666666666,136,0.0,0.0,0.0,0.0,0
13,1,0.0,37,0.0,0.0,0.0,0.0,37
41,1,0.0,53,1.0,0.0,1.0,0.0,0
19,2,0.0,167,1.0,0.0,0.0,1.0,0
48,2,0.0,91,2.0,0.5,0.0,0.5,91
35,3,0.3333333333333333,149,1.0,0.0,0.0,1.0,149
39,5,0.2,58,1.0,1.0,0.0,0.0,58
23,4,0.5,32,3.0,0.6666666666666666,0.0,0.3333333333333333,0
39,3,0.3333333333333333,103,0.0,0.0,0.0,0.0,0
47,2,0.5,125,1.0,0.0,0.0,0.0,125
14,5,0.4,111,3.0,0.3333333333333333,0.0,0.6666666666666666,0
14,5,0.4,137,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,137
41,1,1.0,61,0.0,0.0,0.0,0.0,0
44,1,0.0,66,3.0,0.0,0.3333333333333333,0.6666666666666666,0
24,5,0.4,73,2.0,0.0,1.0,0.0,73
39,4,0.5,104,0.0,0.0,0.0,0.0,104
37,1,0.0,80,1.0,0.0,0.0,0.0,0
25,3,0.0,103,3.0,0.3333333333333333,0.0,0.3333333333333333,0
37,1,1.0,142,0.0,0.0,0.0,0.0,0
34,3,0.3333333333333333,115,0.0,0.0,0.0,0.0,115
49,1,0.0,45,3.0,0.6666666666666666,0.3333333333333333,0.0,45
18,1,0.0,138,1.0,0.0,1.0,0.0,138
43,2,0.0,161,0.0,0.0,0.0,0.0,161
30,3,0.3333333333333333,91,0.0,0.0,0.0,0.0,91
29,3,0.6666666666666666,134,3.0,0.3333333333333333,0.3333333333333333,0.0,134
13,3,0.0,139,0.0,0.0,0.0,0.0,0
13,5,0.2,149,0.0,0.0,0.0,0.0,0
45,3,0.3333333333333333,125,0.0,0.0,0.0,0.0,125
28,3,0.3333333333333333,90,0.0,0.0,0.0,0.0,0
16,4,0.25,77,1.0,0.0,1.0,0.0,0
36,4,0.25,32,0.0,0.0,0.0,0.0,0
19,2,0.0,57,0.0,0.0,0.0,0.0,57
27,1,0.0,38,0.0,0.0,0.0,0.0,0
24,4,0.5,44,3.0,0.3333333333333333,0.3333333333333333,0.0,0
22,5,0.4,77,1.0,0.0,0.0,1.0,0
49,3,0.0,33,0.0,0.0,0.0,0.0,0
15,3,0.6666666666666666,156,3.0,0.3333333333333333,0.0,0.6666666666666666,156
35,3,0.3333333333333333,60,0.0,0.0,0.0,0.0,0
24,5,0.4,69,3.0,0.3333333333333333,0.0,0.6666666666666666,69
41,5,0.4,93,0.0,0.0,0.0,0.0,93
36,3,0.6666666666666666,99,3.0,0.0,0.3333333333333333,0.6666666666666666,99
35,2,0.5,136,3.0,0.0,0.3333333333333333,0.6666666666666666,136
32,3,0.3333333333333333,78,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,78
39,3,0.3333333333333333,37,0.0,0.0,0.0,0.0,0
28,5,0.4,128,2.0,0.5,0.5,0.0,128
23,2,0.0,89,3.0,0.6666666666666666,0.0,0.3333333333333333,89
40,3,0.3333333333333333,155,3.0,0.6666666666666666,0.3333333333333333,0.0,155
19,5,0.2,143,2.0,0.0,0.5,0.5,0
41,2,1.0,105,2.0,0.5,0.5,0.0,0
24,4,0.5,97,2.0,0.5,0.5,0.0,0
37,3,0.3333333333333333,123,2.0,0.5,0.5,0.0,0
43,1,0.0,141,3.0,0.3333333333333333,0.3333333333333333,0.0,141
43,3,0.3333333333333333,125,0.0,0.0,0.0,0.0,125
29,4,0.25,39,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,39
44,4,0.25,34,0.0,0.0,0.0,0.0,34
27,2,0.0,108,1.0,0.0,1.0,0.0,0
34,5,0.2,116,0.0,0.0,0.0,0.0,0
18,4,0.25,75,3.0,0.3333333333333333,0.0,0.6666666666666666,0
30,2,0.5,140,0.0,0.0,0.0,0.0,0
19,1,1.0,177,0.0,0.0,0.0,0.0,0
27,1,0.0,178,1.0,0.0,1.0,0.0,178
47,2,0.0,37,2.0,0.5,0.0,0.5,37
42,2,0.0,141,0.0,0.0,0.0,0.0,141
34,3,0.3333333333333333,38,0.0,0.0,0.0,0.0,0
39,4,0.5,31,3.0,0.6666666666666666,0.0,0.3333333333333333,31
23,5,0.2,158,2.0,0.5,0.5,0.0,158
40,3,0.0,92,0.0,0.0,0.0,0.0,92
39,5,0.2,62,0.0,0.0,0.0,0.0,62
16,2,0.0,169,2.0,0.0,0.5,0.0,0
33,4,0.25,47,0.0,0.0,0.0,0.0,47
47,1,0.0,104,2.0,0.5,0.5,0.0,104
24,3,0.0,144,0.0,0.0,0.0,0.0,0
33,2,0.0,180,1.0,1.0,0.0,0.0,0
41,2,0.0,175,3.0,0.6666666666666666,0.3333333333333333,0.0,175
36,1,0.0,98,0.0,0.0,0.0,0.0,0
48,5,0.2,141,1.0,0.0,0.0,1.0,141
20,3,0.0,150,0.0,0.0,0.0,0.0,150
19,4,0.5,82,0.0,0.0,0.0,0.0,82
15,2,0.5,92,1.0,0.0,0.0,1.0,0
27,1,1.0,104,0.0,0.0,0.0,0.0,0
31,2,0.5,58,1.0,0.0,0.0,0.0,0
20,3,0.0,151,2.0,0.0,0.0,1.0,0
13,3,0.3333333333333333,32,3.0,0.0,0.0,0.6666666666666666,0
17,2,0.5,56,2.0,0.0,0.5,0.5,56
43,2,0.0,75,0.0,0.0,0.0,0.0,75
43,1,1.0,41,0.0,0.0,0.0,0.0,41
12,2,0.5,90,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
49,5,0.2,51,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
33,3,0.0,165,3.0,0.6666666666666666,0.3333333333333333,0.0,0
30,3,0.0,61,0.0,0.0,0.0,0.0,0
28,3,0.0,135,0.0,0.0,0.0,0.0,135
33,3,0.6666666666666666,93,0.0,0.0,0.0,0.0,93
16,3,0.3333333333333333,135,0.0,0.0,0.0,0.0,0
41,1,0.0,64,1.0,0.0,0.0,1.0,0
20,1,1.0,158,0.0,0.0,0.0,0.0,158
26,5,0.4,124,0.0,0.0,0.0,0.0,0
19,3,0.3333333333333333,85,3.0,0.3333333333333333,0.3333333333333333,0.0,0
43,5,0.2,156,3.0,0.3333333333333333,0.6666666666666666,0.0,156
41,1,1.0,156,1.0,0.0,0.0,1.0,0
22,2,0.0,115,1.0,0.0,0.0,0.0,0
45,3,0.0,115,2.0,0.0,0.5,0.0,115
14,5,0.4,138,3.0,0.0,0.6666666666666666,0.3333333333333333,0
26,1,0.0,176,0.0,0.0,0.0,0.0,0
46,1,0.0,134,2.0,0.5,0.5,0.0,0
35,5,0.4,110,0.0,0.0,0.0,0.0,0
18,2,0.5,161,0.0,0.0,0.0,0.0,0
29,4,0.25,174,2.0,0.5,0.0,0.0,174
27,2,0.5,88,0.0,0.0,0.0,0.0,0
36,1,0.0,109,0.0,0.0,0.0,0.0,109
29,2,0.0,108,0.0,0.0,0.0,0.0,0
36,3,0.3333333333333333,105,1.0,1.0,0.0,0.0,0
36,4,0.25,30,0.0,0.0,0.0,0.0,0
12,5,0.2,130,1.0,0.0,0.0,0.0,0
34,2,0.5,63,0.0,0.0,0.0,0.0,63
44,2,0.5,160,0.0,0.0,0.0,0.0,160
46,3,0.0,54,1.0,0.0,0.0,1.0,54
37,1,1.0,95,1.0,1.0,0.0,0.0,0
24,3,0.6666666666666666,94,0.0,0.0,0.0,0.0,94
46,4,0.25,102,2.0,0.0,0.0,0.5,102
20,2,0.5,165,0.0,0.0,0.0,0.0,165
32,3,0.3333333333333333,47,2.0,0.5,0.5,0.0,0
26,3,0.0,67,0.0,0.0,0.0,0.0,67
38,1,0.0,149,1.0,0.0,1.0,0.0,149
45,4,0.0,46,0.0,0.0,0.0,0.0,0
20,1,0.0,115,0.0,0.0,0.0,0.0,115
48,3,0.3333333333333333,67,0.0,0.0,0.0,0.0,0
41,4,0.0,68,0.0,0.0,0.0,0.0,0
24,2,0.5,75,0.0,0.0,0.0,0.0,0
47,3,0.3333333333333333,177,0.0,0.0,0.0,0.0,0
42,3,0.3333333333333333,95,2.0,1.0,0.0,0.0,95
33,1,0.0,56,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
24,4,0.5,168,0.0,0.0,0.0,0.0,0
29,1,0.0,63,3.0,0.6666666666666666,0.0,0.0,63
30,4,0.25,130,1.0,1.0,0.0,0.0,130
46,5,0.2,177,2.0,0.5,0.0,0.5,177
36,1,0.0,98,1.0,0.0,0.0,1.0,98
29,4,0.25,97,2.0,1.0,0.0,0.0,97
34,3,0.3333333333333333,110,0.0,0.0,0.0,0.0,0
47,2,0.0,91,2.0,0.0,0.0,0.5,0
26,2,0.5,102,1.0,1.0,0.0,0.0,102
41,3,0.0,69,0.0,0.0,0.0,0.0,69
18,4,0.25,104,0.0,0.0,0.0,0.0,0
48,2,0.0,106,3.0,0.3333333333333333,0.6666666666666666,0.0,106
25,5,0.4,152,0.0,0.0,0.0,0.0,0
40,4,0.5,93,1.0,0.0,0.0,1.0,0
27,4,0.25,130,0.0,0.0,0.0,0.0,0
34,2,0.5,172,0.0,0.0,0.0,0.0,0
30,2,0.5,119,3.0,0.3333333333333333,0.0,0.6666666666666666,0
30,2,0.5,117,0.0,0.0,0.0,0.0,0
19,1,0.0,179,1.0,0.0,0.0,0.0,179
49,5,0.4,56,0.0,0.0,0.0,0.0,0
27,1,1.0,144,1.0,1.0,0.0,0.0,144
38,1,0.0,47,0.0,0.0,0.0,0.0,0
47,2,0.5,75,0.0,0.0,0.0,0.0,0
39,3,0.6666666666666666,64,0.0,0.0,0.0,0.0,0
17,3,0.0,159,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,159
20,3,0.0,179,0.0,0.0,0.0,0.0,0
15,3,0.3333333333333333,135,0.0,0.0,0.0,0.0,135
38,3,0.6666666666666666,82,1.0,0.0,1.0,0.0,0
49,3,0.6666666666666666,42,0.0,0.0,0.0,0.0,42
28,4,0.5,38,0.0,0.0,0.0,0.0,38
38,5,0.4,175,0.0,0.0,0.0,0.0,175
49,3,0.6666666666666666,156,2.0,0.5,0.5,0.0,0
32,1,1.0,120,0.0,0.0,0.0,0.0,120
18,3,0.0,62,1.0,1.0,0.0,0.0,0
18,2,0.5,49,2.0,0.5,0.0,0.5,0
40,2,0.5,38,2.0,0.0,1.0,0.0,38
42,5,0.4,129,3.0,0.0,0.6666666666666666,0.0,0
28,4,0.25,141,0.0,0.0,0.0,0.0,141
16,1,0.0,172,0.0,0.0,0.0,0.0,172
24,2,0.5,138,2.0,0.0,0.0,1.0,138
14,3,0.6666666666666666,177,0.0,0.0,0.0,0.0,0
20,3,0.0,150,0.0,0.0,0.0,0.0,0
41,1,0.0,84,2.0,0.5,0.0,0.0,0
23,2,0.0,68,0.0,0.0,0.0,0.0,68
49,3,0.3333333333333333,44,2.0,1.0,0.0,0.0,0
45,2,0.0,85,0.0,0.0,0.0,0.0,85
48,2,0.0,140,0.0,0.0,0.0,0.0,0
29,3,0.6666666666666666,72,0.0,0.0,0.0,0.0,0
31,5,0.4,105,3.0,0.3333333333333333,0.0,0.6666666666666666,105
29,1,0.0,142,1.0,0.0,0.0,1.0,0
43,3,0.3333333333333333,166,3.0,0.0,0.6666666666666666,0.0,166
29,2,0.5,57,0.0,0.0,0.0,0.0,57
45,2,0.5,167,1.0,1.0,0.0,0.0,167
29,1,0.0,74,0.0,0.0,0.0,0.0,74
24,3,0.3333333333333333,128,2.0,1.0,0.0,0.0,128
39,3,0.3333333333333333,68,2.0,0.5,0.0,0.5,0
33,2,0.5,61,1.0,0.0,0.0,0.0,61
17,2,0.0,41,0.0,0.0,0.0,0.0,41
35,4,0.0,178,0.0,0.0,0.0,0.0,178
39,3,0.3333333333333333,33,1.0,1.0,0.0,0.0,0
25,2,0.0,170,0.0,0.0,0.0,0.0,0
14,1,0.0,92,0.0,0.0,0.0,0.0,92
40,3,0.3333333333333333,154,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
25,1,1.0,55,0.0,0.0,0.0,0.0,55
36,2,1.0,162,2.0,0.5,0.0,0.5,0
25,3,0.0,63,3.0,0.3333333333333333,0.0,0.3333333333333333,63
24,2,0.5,115,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
35,2,0.5,81,2.0,0.5,0.5,0.0,0
31,4,0.5,141,2.0,0.0,0.5,0.0,0
32,5,0.4,132,0.0,0.0,0.0,0.0,132
48,3,0.6666666666666666,135,2.0,0.0,0.0,0.5,135
45,4,0.5,57,0.0,0.0,0.0,0.0,57
22,3,0.0,121,1.0,1.0,0.0,0.0,121
39,5,0.4,157,2.0,0.0,0.0,0.5,0
45,2,0.0,175,2.0,0.5,0.0,0.5,0
17,2,0.0,166,1.0,0.0,0.0,0.0,166
35,2,1.0,103,1.0,1.0,0.0,0.0,0
33,5,0.4,122,3.0,0.3333333333333333,0.3333333333333333,0.0,122
14,2,0.0,70,0.0,0.0,0.0,0.0,70
40,1,0.0,90,0.0,0.0,0.0,0.0,0
23,2,0.0,134,2.0,0.5,0.0,0.5,0
14,2,0.0,161,3.0,0.6666666666666666,0.3333333333333333,0.0,0
12,5,0.2,56,1.0,1.0,0.0,0.0,56
15,2,0.5,150,0.0,0.0,0.0,0.0,0
20,3,0.3333333333333333,158,0.0,0.0,0.0,0.0,0
21,3,0.3333333333333333,118,0.0,0.0,0.0,0.0,0
29,2,0.5,80,0.0,0.0,0.0,0.0,80
24,3,0.6666666666666666,133,0.0,0.0,0.0,0.0,133
29,2,0.5,140,0.0,0.0,0.0,0.0,140
14,3,0.0,171,1.0,1.0,0.0,0.0,171
49,1,0.0,77,3.0,0.3333333333333333,0.6666666666666666,0.0,0
37,3,0.3333333333333333,37,0.0,0.0,0.0,0.0,0
19,4,0.25,134,1.0,1.0,0.0,0.0,0
23,2,0.0,52,0.0,0.0,0.0,0.0,52
34,2,0.0,94,0.0,0.0,0.0,0.0,94
18,3,0.0,87,3.0,0.6666666666666666,0.0,0.3333333333333333,0
27,3,0.3333333333333333,122,0.0,0.0,0.0,0.0,0
47,5,0.4,89,0.0,0.0,0.0,0.0,89
30,2,0.5,159,0.0,0.0,0.0,0.0,159
40,2,0.5,79,3.0,0.6666666666666666,0.0,0.3333333333333333,79
20,1,0.0,94,3.0,0.6666666666666666,0.3333333333333333,0.0,0
36,3,0.3333333333333333,76,0.0,0.0,0.0,0.0,0
45,4,0.25,50,0.0,0.0,0.0,0.0,50
36,3,0.6666666666666666,89,3.0,0.6666666666666666,0.0,0.3333333333333333,89
36,1,0.0,83,0.0,0.0,0.0,0.0,83
16,1,0.0,67,2.0,0.0,0.5,0.5,67
